sheet_id,page,slot,slot_name,image_path,char,yomi,style,note,set,,
瑶草三秋色_2,50,2,right_middle,data/images/KAI_p050_02.png,草,くさ,楷書,,瑶草三秋色,O,
瑶草三秋色_3,50,3,right_bottom,data/images/KAI_p050_03.png,三,さん,楷書,,瑶草三秋色,O,
瑶草三秋色_4,50,4,left_top,data/images/KAI_p050_04.png,秋,あき,楷書,,瑶草三秋色,O,
瑶草三秋色_5,50,5,left_middle,data/images/KAI_p050_05.png,色,いろ,楷書,,瑶草三秋色,O,
公心如日月_1,51,1,right_top,data/images/KAI_p051_01.png,公,こう,楷書,,公心如日月,X,
公心如日月_2,51,2,right_middle,data/images/KAI_p051_02.png,心,こころ,楷書,,公心如日月,X,
公心如日月_3,51,3,right_bottom,data/images/KAI_p051_03.png,如,じょ,楷書,,公心如日月,X,
公心如日月_4,51,4,left_top,data/images/KAI_p051_04.png,日,にち,楷書,,公心如日月,X,
公心如日月_5,51,5,left_middle,data/images/KAI_p051_05.png,月,がつ,楷書,,公心如日月,X,
梅花呈秀色_1,52,1,right_top,data/images/KAI_p052_01.png,梅,うめ,楷書,,梅花呈秀色,O,
梅花呈秀色_2,52,2,right_middle,data/images/KAI_p052_02.png,花,はな,楷書,,梅花呈秀色,O,
梅花呈秀色_3,52,3,right_bottom,data/images/KAI_p052_03.png,呈,てい,楷書,,梅花呈秀色,O,
梅花呈秀色_4,52,4,left_top,data/images/KAI_p052_04.png,秀,しゅう,楷書,,梅花呈秀色,O,
梅花呈秀色_5,52,5,left_middle,data/images/KAI_p052_05.png,色,いろ,楷書,,梅花呈秀色,O,
山峰染月寒_1,53,1,right_top,data/images/KAI_p053_01.png,山,やま,楷書,,山峰染月寒,X,
山峰染月寒_2,53,2,right_middle,data/images/KAI_p053_02.png,峰,みね,楷書,,山峰染月寒,X,
山峰染月寒_3,53,3,right_bottom,data/images/KAI_p053_03.png,染,そめ,楷書,,山峰染月寒,X,
山峰染月寒_4,53,4,left_top,data/images/KAI_p053_04.png,月,がつ,楷書,,山峰染月寒,X,
山峰染月寒_5,53,5,left_middle,data/images/KAI_p053_05.png,寒,かん,楷書,,山峰染月寒,X,
冬嶺秀孤松_1,54,1,right_top,data/images/KAI_p054_01.png,冬,ふゆ,楷書,,冬嶺秀孤松,X,
冬嶺秀孤松_2,54,2,right_middle,data/images/KAI_p054_02.png,嶺,みね,楷書,,冬嶺秀孤松,X,
冬嶺秀孤松_3,54,3,right_bottom,data/images/KAI_p054_03.png,秀,しゅう,楷書,,冬嶺秀孤松,X,
冬嶺秀孤松_4,54,4,left_top,data/images/KAI_p054_04.png,孤,こ,楷書,,冬嶺秀孤松,X,
冬嶺秀孤松_5,54,5,left_middle,data/images/KAI_p054_05.png,松,まつ,楷書,,冬嶺秀孤松,X,
瑞氣満梅花_1,55,1,right_top,data/images/KAI_p055_01.png,瑞,ずい,楷書,,瑞氣満梅花,O,
瑞氣満梅花_2,55,2,right_middle,data/images/KAI_p055_02.png,氣,き,楷書,気,瑞氣満梅花,O,
瑞氣満梅花_3,55,3,right_bottom,data/images/KAI_p055_03.png,満,まん,楷書,,瑞氣満梅花,O,
瑞氣満梅花_4,55,4,left_top,data/images/KAI_p055_04.png,梅,うめ,楷書,,瑞氣満梅花,O,
瑞氣満梅花_5,55,5,left_middle,data/images/KAI_p055_05.png,花,はな,楷書,,瑞氣満梅花,O,
老鶴萬里心_1,56,1,right_top,data/images/KAI_p056_01.png,老,ろう,楷書,,老鶴萬里心,X,
老鶴萬里心_2,56,2,right_middle,data/images/KAI_p056_02.png,鶴,つる,楷書,,老鶴萬里心,X,
老鶴萬里心_3,56,3,right_bottom,data/images/KAI_p056_03.png,萬,まん,楷書,,老鶴萬里心,X,
老鶴萬里心_4,56,4,left_top,data/images/KAI_p056_04.png,里,さと,楷書,,老鶴萬里心,X,
老鶴萬里心_5,56,5,left_middle,data/images/KAI_p056_05.png,心,こころ,楷書,,老鶴萬里心,X,
微凘入硯生_1,57,1,right_top,data/images/KAI_p057_01.png,微,び,楷書,,微凘入硯生,X,
微凘入硯生_2,57,2,right_middle,data/images/KAI_p057_02.png,凘,し,楷書,,微凘入硯生,X,
微凘入硯生_3,57,3,right_bottom,data/images/KAI_p057_03.png,入,にゅう,楷書,,微凘入硯生,X,
微凘入硯生_4,57,4,left_top,data/images/KAI_p057_04.png,硯,すずり,楷書,,微凘入硯生,X,
微凘入硯生_5,57,5,left_middle,data/images/KAI_p057_05.png,生,なま,楷書,,微凘入硯生,X,
繁菊照深居_1,58,1,right_top,data/images/KAI_p058_01.png,繁,はん,楷書,,繁菊照深居,X,
繁菊照深居_2,58,2,right_middle,data/images/KAI_p058_02.png,菊,きく,楷書,,繁菊照深居,X,
繁菊照深居_3,58,3,right_bottom,data/images/KAI_p058_03.png,照,しょう,楷書,,繁菊照深居,X,
繁菊照深居_4,58,4,left_top,data/images/KAI_p058_04.png,深,しん,楷書,,繁菊照深居,X,
繁菊照深居_5,58,5,left_middle,data/images/KAI_p058_05.png,居,きょ,楷書,,繁菊照深居,X,
鳴鳳栖清梧_1,59,1,right_top,data/images/KAI_p059_01.png,鳴,めい,楷書,,鳴鳳栖清梧,X,
鳴鳳栖清梧_2,59,2,right_middle,data/images/KAI_p059_02.png,鳳,おおとり,楷書,,鳴鳳栖清梧,X,
鳴鳳栖清梧_3,59,3,right_bottom,data/images/KAI_p059_03.png,栖,せい,楷書,,鳴鳳栖清梧,X,
鳴鳳栖清梧_4,59,4,left_top,data/images/KAI_p059_04.png,清,きよし,楷書,,鳴鳳栖清梧,X,
鳴鳳栖清梧_5,59,5,left_middle,data/images/KAI_p059_05.png,梧,ご,楷書,,鳴鳳栖清梧,X,
桃花千歳春_1,60,1,right_top,data/images/KAI_p060_01.png,桃,もも,楷書,,桃花千歳春,O,
桃花千歳春_2,60,2,right_middle,data/images/KAI_p060_02.png,花,はな,楷書,,桃花千歳春,O,
桃花千歳春_3,60,3,right_bottom,data/images/KAI_p060_03.png,千,せん,楷書,,桃花千歳春,O,
桃花千歳春_4,60,4,left_top,data/images/KAI_p060_04.png,歳,とし,楷書,,桃花千歳春,O,
桃花千歳春_5,60,5,left_middle,data/images/KAI_p060_05.png,春,はる,楷書,,桃花千歳春,O,
春廻旭日鮮_1,61,1,right_top,data/images/KAI_p061_01.png,春,はる,楷書,,春廻旭日鮮,X,
春廻旭日鮮_2,61,2,right_middle,data/images/KAI_p061_02.png,廻,かい,楷書,,春廻旭日鮮,X,
春廻旭日鮮_3,61,3,right_bottom,data/images/KAI_p061_03.png,旭,あさひ,楷書,,春廻旭日鮮,X,
春廻旭日鮮_4,61,4,left_top,data/images/KAI_p061_04.png,日,にち,楷書,,春廻旭日鮮,X,
春廻旭日鮮_5,61,5,left_middle,data/images/KAI_p061_05.png,鮮,せん,楷書,,春廻旭日鮮,X,
野菊淡秋心_1,62,1,right_top,data/images/KAI_p062_01.png,野,の,楷書,,野菊淡秋心,O,
野菊淡秋心_2,62,2,right_middle,data/images/KAI_p062_02.png,菊,きく,楷書,,野菊淡秋心,O,
野菊淡秋心_3,62,3,right_bottom,data/images/KAI_p062_03.png,淡,たん,楷書,,野菊淡秋心,O,
野菊淡秋心_4,62,4,left_top,data/images/KAI_p062_04.png,秋,あき,楷書,,野菊淡秋心,O,
野菊淡秋心_5,62,5,left_middle,data/images/KAI_p062_05.png,心,こころ,楷書,,野菊淡秋心,O,
青山景物妍_1,63,1,right_top,data/images/KAI_p063_01.png,青,あお,楷書,,青山景物妍,O,
青山景物妍_2,63,2,right_middle,data/images/KAI_p063_02.png,山,やま,楷書,,青山景物妍,O,
青山景物妍_3,63,3,right_bottom,data/images/KAI_p063_03.png,景,けい,楷書,,青山景物妍,O,
青山景物妍_4,63,4,left_top,data/images/KAI_p063_04.png,物,もの,楷書,,青山景物妍,O,
青山景物妍_5,63,5,left_middle,data/images/KAI_p063_05.png,妍,けん,楷書,,青山景物妍,O,
八荒調淑氣_1,64,1,right_top,data/images/KAI_p064_01.png,八,はち,楷書,,八荒調淑氣,X,
八荒調淑氣_2,64,2,right_middle,data/images/KAI_p064_02.png,荒,こう,楷書,,八荒調淑氣,X,
八荒調淑氣_3,64,3,right_bottom,data/images/KAI_p064_03.png,調,ちょう,楷書,,八荒調淑氣,X,
八荒調淑氣_4,64,4,left_top,data/images/KAI_p064_04.png,淑,しゅく,楷書,,八荒調淑氣,X,
八荒調淑氣_5,64,5,left_middle,data/images/KAI_p064_05.png,氣,き,楷書,気,八荒調淑氣,X,
習静求神悟_1,65,1,right_top,data/images/KAI_p065_01.png,習,しゅう,楷書,,習静求神悟,X,
習静求神悟_2,65,2,right_middle,data/images/KAI_p065_02.png,静,せい,楷書,,習静求神悟,X,
習静求神悟_3,65,3,right_bottom,data/images/KAI_p065_03.png,求,きゅう,楷書,,習静求神悟,X,
習静求神悟_4,65,4,left_top,data/images/KAI_p065_04.png,神,かみ,楷書,,習静求神悟,X,
習静求神悟_5,65,5,left_middle,data/images/KAI_p065_05.png,悟,さとし,楷書,,習静求神悟,X,
瑞雪近浮空_1,66,1,right_top,data/images/KAI_p066_01.png,瑞,ずい,楷書,,瑞雪近浮空,X,
瑞雪近浮空_2,66,2,right_middle,data/images/KAI_p066_02.png,雪,ゆき,楷書,,瑞雪近浮空,X,
瑞雪近浮空_3,66,3,right_bottom,data/images/KAI_p066_03.png,近,きん,楷書,,瑞雪近浮空,X,
瑞雪近浮空_4,66,4,left_top,data/images/KAI_p066_04.png,浮,ふ,楷書,,瑞雪近浮空,X,
瑞雪近浮空_5,66,5,left_middle,data/images/KAI_p066_05.png,空,そら,楷書,,瑞雪近浮空,X,
白雲満空山_1,67,1,right_top,data/images/KAI_p067_01.png,白,しろ,楷書,,白雲満空山,X,
白雲満空山_2,67,2,right_middle,data/images/KAI_p067_02.png,雲,くも,楷書,,白雲満空山,X,
白雲満空山_3,67,3,right_bottom,data/images/KAI_p067_03.png,満,まん,楷書,,白雲満空山,X,
白雲満空山_4,67,4,left_top,data/images/KAI_p067_04.png,空,そら,楷書,,白雲満空山,X,
白雲満空山_5,67,5,left_middle,data/images/KAI_p067_05.png,山,やま,楷書,,白雲満空山,X,
擧杯邀清光_1,68,1,right_top,data/images/KAI_p068_01.png,擧,こぶし,楷書,挙,擧杯邀清光,X,
擧杯邀清光_2,68,2,right_middle,data/images/KAI_p068_02.png,杯,はい,楷書,,擧杯邀清光,X,
擧杯邀清光_3,68,3,right_bottom,data/images/KAI_p068_03.png,邀,よう,楷書,,擧杯邀清光,X,
擧杯邀清光_4,68,4,left_top,data/images/KAI_p068_04.png,清,きよし,楷書,,擧杯邀清光,X,
擧杯邀清光_5,68,5,left_middle,data/images/KAI_p068_05.png,光,ひかり,楷書,,擧杯邀清光,X,
晨露發荷香_1,69,1,right_top,data/images/KAI_p069_01.png,晨,しん,楷書,,晨露發荷香,X,
晨露發荷香_2,69,2,right_middle,data/images/KAI_p069_02.png,露,つゆ,楷書,,晨露發荷香,X,
晨露發荷香_3,69,3,right_bottom,data/images/KAI_p069_03.png,發,はつ,楷書,発,晨露發荷香,X,
晨露發荷香_4,69,4,left_top,data/images/KAI_p069_04.png,荷,か,楷書,,晨露發荷香,X,
晨露發荷香_5,69,5,left_middle,data/images/KAI_p069_05.png,香,かおり,楷書,,晨露發荷香,X,
煎茶竹送風_1,70,1,right_top,data/images/KAI_p070_01.png,煎,せん,楷書,,煎茶竹送風,X,
煎茶竹送風_2,70,2,right_middle,data/images/KAI_p070_02.png,茶,ちゃ,楷書,,煎茶竹送風,X,
煎茶竹送風_3,70,3,right_bottom,data/images/KAI_p070_03.png,竹,たけ,楷書,,煎茶竹送風,X,
煎茶竹送風_4,70,4,left_top,data/images/KAI_p070_04.png,送,そう,楷書,,煎茶竹送風,X,
煎茶竹送風_5,70,5,left_middle,data/images/KAI_p070_05.png,風,かぜ,楷書,,煎茶竹送風,X,
詠歌際昇平_1,71,1,right_top,data/images/KAI_p071_01.png,詠,えい,楷書,,詠歌際昇平,X,
詠歌際昇平_2,71,2,right_middle,data/images/KAI_p071_02.png,歌,うた,楷書,,詠歌際昇平,X,
詠歌際昇平_3,71,3,right_bottom,data/images/KAI_p071_03.png,際,きわ,楷書,,詠歌際昇平,X,
詠歌際昇平_4,71,4,left_top,data/images/KAI_p071_04.png,昇,のぼる,楷書,,詠歌際昇平,X,
詠歌際昇平_5,71,5,left_middle,data/images/KAI_p071_05.png,平,たいら,楷書,,詠歌際昇平,X,
守氷壷之潔_1,72,1,right_top,data/images/KAI_p072_01.png,守,しゅ,楷書,,守氷壷之潔,X,
守氷壷之潔_2,72,2,right_middle,data/images/KAI_p072_02.png,氷,こおり,楷書,,守氷壷之潔,X,
守氷壷之潔_3,72,3,right_bottom,data/images/KAI_p072_03.png,壷,つぼ,楷書,,守氷壷之潔,X,
守氷壷之潔_4,72,4,left_top,data/images/KAI_p072_04.png,之,ゆき,楷書,,守氷壷之潔,X,
守氷壷之潔_5,72,5,left_middle,data/images/KAI_p072_05.png,潔,きよし,楷書,,守氷壷之潔,X,
冬来幽興長_1,73,1,right_top,data/images/KAI_p073_01.png,冬,ふゆ,楷書,,冬来幽興長,X,
冬来幽興長_2,73,2,right_middle,data/images/KAI_p073_02.png,来,らい,楷書,,冬来幽興長,X,
冬来幽興長_3,73,3,right_bottom,data/images/KAI_p073_03.png,幽,ゆう,楷書,,冬来幽興長,X,
冬来幽興長_4,73,4,left_top,data/images/KAI_p073_04.png,興,きょう,楷書,,冬来幽興長,X,
冬来幽興長_5,73,5,left_middle,data/images/KAI_p073_05.png,長,ちょう,楷書,,冬来幽興長,X,
青山景物妍_1,74,1,right_top,data/images/KAI_p074_01.png,青,あお,楷書,,青山景物妍,O,
青山景物妍_2,74,2,right_middle,data/images/KAI_p074_02.png,山,やま,楷書,,青山景物妍,O,
青山景物妍_3,74,3,right_bottom,data/images/KAI_p074_03.png,景,けい,楷書,,青山景物妍,O,
青山景物妍_4,74,4,left_top,data/images/KAI_p074_04.png,物,もの,楷書,,青山景物妍,O,
青山景物妍_5,74,5,left_middle,data/images/KAI_p074_05.png,妍,けん,楷書,,青山景物妍,O,
栽花楽太平_1,75,1,right_top,data/images/KAI_p075_01.png,栽,さい,楷書,,栽花楽太平,X,
栽花楽太平_2,75,2,right_middle,data/images/KAI_p075_02.png,花,はな,楷書,,栽花楽太平,X,
栽花楽太平_3,75,3,right_bottom,data/images/KAI_p075_03.png,楽,らく,楷書,,栽花楽太平,X,
栽花楽太平_4,75,4,left_top,data/images/KAI_p075_04.png,太,た,楷書,,栽花楽太平,X,
栽花楽太平_5,75,5,left_middle,data/images/KAI_p075_05.png,平,たいら,楷書,,栽花楽太平,X,
敬徳之恪也_1,76,1,right_top,data/images/KAI_p076_01.png,敬,たかし,楷書,,敬徳之恪也,X,
敬徳之恪也_2,76,2,right_middle,data/images/KAI_p076_02.png,徳,とく,楷書,,敬徳之恪也,X,
敬徳之恪也_3,76,3,right_bottom,data/images/KAI_p076_03.png,之,ゆき,楷書,,敬徳之恪也,X,
敬徳之恪也_4,76,4,left_top,data/images/KAI_p076_04.png,恪,かく,楷書,,敬徳之恪也,X,
敬徳之恪也_5,76,5,left_middle,data/images/KAI_p076_05.png,也,や,楷書,,敬徳之恪也,X,
花氣暖晴雲_1,77,1,right_top,data/images/KAI_p077_01.png,花,はな,楷書,,花氣暖晴雲,X,
花氣暖晴雲_2,77,2,right_middle,data/images/KAI_p077_02.png,氣,き,楷書,気,花氣暖晴雲,X,
花氣暖晴雲_3,77,3,right_bottom,data/images/KAI_p077_03.png,暖,だん,楷書,,花氣暖晴雲,X,
花氣暖晴雲_4,77,4,left_top,data/images/KAI_p077_04.png,晴,せい,楷書,,花氣暖晴雲,X,
花氣暖晴雲_5,77,5,left_middle,data/images/KAI_p077_05.png,雲,くも,楷書,,花氣暖晴雲,X,
閑居養髙志_1,78,1,right_top,data/images/KAI_p078_01.png,閑,ひま,楷書,,閑居養髙志,X,
閑居養髙志_2,78,2,right_middle,data/images/KAI_p078_02.png,居,きょ,楷書,,閑居養髙志,X,
閑居養髙志_3,78,3,right_bottom,data/images/KAI_p078_03.png,養,よう,楷書,,閑居養髙志,X,
閑居養髙志_4,78,4,left_top,data/images/KAI_p078_04.png,髙,たか,楷書,高,閑居養髙志,X,
閑居養髙志_5,78,5,left_middle,data/images/KAI_p078_05.png,志,こころざし,楷書,,閑居養髙志,X,
清吟夜煮茶_1,79,1,right_top,data/images/KAI_p079_01.png,清,きよし,楷書,,清吟夜煮茶,X,
清吟夜煮茶_2,79,2,right_middle,data/images/KAI_p079_02.png,吟,ぎん,楷書,,清吟夜煮茶,X,
清吟夜煮茶_3,79,3,right_bottom,data/images/KAI_p079_03.png,夜,よる,楷書,,清吟夜煮茶,X,
清吟夜煮茶_4,79,4,left_top,data/images/KAI_p079_04.png,煮,に,楷書,,清吟夜煮茶,X,
清吟夜煮茶_5,79,5,left_middle,data/images/KAI_p079_05.png,茶,ちゃ,楷書,,清吟夜煮茶,X,
山月夜窓寒_1,80,1,right_top,data/images/KAI_p080_01.png,山,やま,楷書,,山月夜窓寒,X,
山月夜窓寒_2,80,2,right_middle,data/images/KAI_p080_02.png,月,がつ,楷書,,山月夜窓寒,X,
山月夜窓寒_3,80,3,right_bottom,data/images/KAI_p080_03.png,夜,よる,楷書,,山月夜窓寒,X,
山月夜窓寒_4,80,4,left_top,data/images/KAI_p080_04.png,窓,まど,楷書,,山月夜窓寒,X,
山月夜窓寒_5,80,5,left_middle,data/images/KAI_p080_05.png,寒,かん,楷書,,山月夜窓寒,X,
薫風細葛涼_1,81,1,right_top,data/images/KAI_p081_01.png,薫,かおる,楷書,,薫風細葛涼,X,
薫風細葛涼_2,81,2,right_middle,data/images/KAI_p081_02.png,風,かぜ,楷書,,薫風細葛涼,X,
薫風細葛涼_3,81,3,right_bottom,data/images/KAI_p081_03.png,細,さい,楷書,,薫風細葛涼,X,
薫風細葛涼_4,81,4,left_top,data/images/KAI_p081_04.png,葛,くず,楷書,,薫風細葛涼,X,
薫風細葛涼_5,81,5,left_middle,data/images/KAI_p081_05.png,涼,りょう,楷書,,薫風細葛涼,X,
静者心自妙_1,82,1,right_top,data/images/KAI_p082_01.png,静,せい,楷書,,静者心自妙,O,
静者心自妙_2,82,2,right_middle,data/images/KAI_p082_02.png,者,もの,楷書,,静者心自妙,O,
静者心自妙_3,82,3,right_bottom,data/images/KAI_p082_03.png,心,こころ,楷書,,静者心自妙,O,
静者心自妙_4,82,4,left_top,data/images/KAI_p082_04.png,自,じ,楷書,,静者心自妙,O,
静者心自妙_5,82,5,left_middle,data/images/KAI_p082_05.png,妙,みょう,楷書,,静者心自妙,O,
明月流素光_1,83,1,right_top,data/images/KAI_p083_01.png,明,めい,楷書,,明月流素光,X,
明月流素光_2,83,2,right_middle,data/images/KAI_p083_02.png,月,がつ,楷書,,明月流素光,X,
明月流素光_3,83,3,right_bottom,data/images/KAI_p083_03.png,流,りゅう,楷書,,明月流素光,X,
明月流素光_4,83,4,left_top,data/images/KAI_p083_04.png,素,もと,楷書,,明月流素光,X,
明月流素光_5,83,5,left_middle,data/images/KAI_p083_05.png,光,ひかり,楷書,,明月流素光,X,
垂藤引夏涼_1,84,1,right_top,data/images/KAI_p084_01.png,垂,すい,楷書,,垂藤引夏涼,X,
垂藤引夏涼_2,84,2,right_middle,data/images/KAI_p084_02.png,藤,ふじ,楷書,,垂藤引夏涼,X,
垂藤引夏涼_3,84,3,right_bottom,data/images/KAI_p084_03.png,引,ひき,楷書,,垂藤引夏涼,X,
垂藤引夏涼_4,84,4,left_top,data/images/KAI_p084_04.png,夏,なつ,楷書,,垂藤引夏涼,X,
垂藤引夏涼_5,84,5,left_middle,data/images/KAI_p084_05.png,涼,りょう,楷書,,垂藤引夏涼,X,
新篁動清節_1,85,1,right_top,data/images/KAI_p085_01.png,新,しん,楷書,,新篁動清節,O,
新篁動清節_2,85,2,right_middle,data/images/KAI_p085_02.png,篁,たかむら,楷書,,新篁動清節,O,
新篁動清節_3,85,3,right_bottom,data/images/KAI_p085_03.png,動,どう,楷書,,新篁動清節,O,
新篁動清節_4,85,4,left_top,data/images/KAI_p085_04.png,清,きよし,楷書,,新篁動清節,O,
新篁動清節_5,85,5,left_middle,data/images/KAI_p085_05.png,節,ふし,楷書,,新篁動清節,O,
天地有至文_1,86,1,right_top,data/images/KAI_p086_01.png,天,てん,楷書,,天地有至文,X,
天地有至文_2,86,2,right_middle,data/images/KAI_p086_02.png,地,ち,楷書,,天地有至文,X,
天地有至文_3,86,3,right_bottom,data/images/KAI_p086_03.png,有,あり,楷書,,天地有至文,X,
天地有至文_4,86,4,left_top,data/images/KAI_p086_04.png,至,いた,楷書,,天地有至文,X,
天地有至文_5,86,5,left_middle,data/images/KAI_p086_05.png,文,ぶん,楷書,,天地有至文,X,
紅樹添秋色_1,87,1,right_top,data/images/KAI_p087_01.png,紅,くれない,楷書,,紅樹添秋色,X,
紅樹添秋色_2,87,2,right_middle,data/images/KAI_p087_02.png,樹,き,楷書,,紅樹添秋色,X,
紅樹添秋色_3,87,3,right_bottom,data/images/KAI_p087_03.png,添,そえ,楷書,,紅樹添秋色,X,
紅樹添秋色_4,87,4,left_top,data/images/KAI_p087_04.png,秋,あき,楷書,,紅樹添秋色,X,
紅樹添秋色_5,87,5,left_middle,data/images/KAI_p087_05.png,色,いろ,楷書,,紅樹添秋色,X,
細雨菊花天_1,88,1,right_top,data/images/KAI_p088_01.png,細,さい,楷書,,細雨菊花天,X,
細雨菊花天_2,88,2,right_middle,data/images/KAI_p088_02.png,雨,あめ,楷書,,細雨菊花天,X,
細雨菊花天_3,88,3,right_bottom,data/images/KAI_p088_03.png,菊,きく,楷書,,細雨菊花天,X,
細雨菊花天_4,88,4,left_top,data/images/KAI_p088_04.png,花,はな,楷書,,細雨菊花天,X,
細雨菊花天_5,88,5,left_middle,data/images/KAI_p088_05.png,天,てん,楷書,,細雨菊花天,X,
雁字写秋空_1,89,1,right_top,data/images/KAI_p089_01.png,雁,がん,楷書,,雁字写秋空,X,
雁字写秋空_2,89,2,right_middle,data/images/KAI_p089_02.png,字,じ,楷書,,雁字写秋空,X,
雁字写秋空_3,89,3,right_bottom,data/images/KAI_p089_03.png,写,しゃ,楷書,,雁字写秋空,X,
雁字写秋空_4,89,4,left_top,data/images/KAI_p089_04.png,秋,あき,楷書,,雁字写秋空,X,
雁字写秋空_5,89,5,left_middle,data/images/KAI_p089_05.png,空,そら,楷書,,雁字写秋空,X,
幽蘭一國香_1,90,1,right_top,data/images/KAI_p090_01.png,幽,ゆう,楷書,,幽蘭一國香,X,
幽蘭一國香_2,90,2,right_middle,data/images/KAI_p090_02.png,蘭,らん,楷書,,幽蘭一國香,X,
幽蘭一國香_3,90,3,right_bottom,data/images/KAI_p090_03.png,一,いち,楷書,,幽蘭一國香,X,
幽蘭一國香_4,90,4,left_top,data/images/KAI_p090_04.png,國,くに,楷書,国,幽蘭一國香,X,
幽蘭一國香_5,90,5,left_middle,data/images/KAI_p090_05.png,香,かおり,楷書,,幽蘭一國香,X,
春風遍宇宙_1,91,1,right_top,data/images/KAI_p091_01.png,春,はる,楷書,,春風遍宇宙,X,
春風遍宇宙_2,91,2,right_middle,data/images/KAI_p091_02.png,風,かぜ,楷書,,春風遍宇宙,X,
春風遍宇宙_3,91,3,right_bottom,data/images/KAI_p091_03.png,遍,へん,楷書,,春風遍宇宙,X,
春風遍宇宙_4,91,4,left_top,data/images/KAI_p091_04.png,宇,う,楷書,,春風遍宇宙,X,
春風遍宇宙_5,91,5,left_middle,data/images/KAI_p091_05.png,宙,ちゅう,楷書,,春風遍宇宙,X,
楽意在泉石_1,92,1,right_top,data/images/KAI_p092_01.png,楽,らく,楷書,,楽意在泉石,X,
楽意在泉石_2,92,2,right_middle,data/images/KAI_p092_02.png,意,い,楷書,,楽意在泉石,X,
楽意在泉石_3,92,3,right_bottom,data/images/KAI_p092_03.png,在,ざい,楷書,,楽意在泉石,X,
楽意在泉石_4,92,4,left_top,data/images/KAI_p092_04.png,泉,いずみ,楷書,,楽意在泉石,X,
楽意在泉石_5,92,5,left_middle,data/images/KAI_p092_05.png,石,いし,楷書,,楽意在泉石,X,
山意向秋多_1,93,1,right_top,data/images/KAI_p093_01.png,山,やま,楷書,,山意向秋多,O,
山意向秋多_2,93,2,right_middle,data/images/KAI_p093_02.png,意,い,楷書,,山意向秋多,O,
山意向秋多_3,93,3,right_bottom,data/images/KAI_p093_03.png,向,こう,楷書,,山意向秋多,O,
山意向秋多_4,93,4,left_top,data/images/KAI_p093_04.png,秋,あき,楷書,,山意向秋多,O,
山意向秋多_5,93,5,left_middle,data/images/KAI_p093_05.png,多,た,楷書,,山意向秋多,O,
春至草木繁_1,94,1,right_top,data/images/KAI_p094_01.png,春,はる,楷書,,春至草木繁,X,
春至草木繁_2,94,2,right_middle,data/images/KAI_p094_02.png,至,いた,楷書,,春至草木繁,X,
春至草木繁_3,94,3,right_bottom,data/images/KAI_p094_03.png,草,くさ,楷書,,春至草木繁,X,
春至草木繁_4,94,4,left_top,data/images/KAI_p094_04.png,木,き,楷書,,春至草木繁,X,
春至草木繁_5,94,5,left_middle,data/images/KAI_p094_05.png,繁,はん,楷書,,春至草木繁,X,
竹細野池幽_1,95,1,right_top,data/images/KAI_p095_01.png,竹,たけ,楷書,,竹細野池幽,O,
竹細野池幽_2,95,2,right_middle,data/images/KAI_p095_02.png,細,さい,楷書,,竹細野池幽,O,
竹細野池幽_3,95,3,right_bottom,data/images/KAI_p095_03.png,野,の,楷書,,竹細野池幽,O,
竹細野池幽_4,95,4,left_top,data/images/KAI_p095_04.png,池,いけ,楷書,,竹細野池幽,O,
竹細野池幽_5,95,5,left_middle,data/images/KAI_p095_05.png,幽,ゆう,楷書,,竹細野池幽,O,
芳艸惹春還_1,96,1,right_top,data/images/KAI_p096_01.png,芳,ほう,楷書,,芳艸惹春還,X,
芳艸惹春還_2,96,2,right_middle,data/images/KAI_p096_02.png,艸,そう,楷書,草,芳艸惹春還,X,
芳艸惹春還_3,96,3,right_bottom,data/images/KAI_p096_03.png,惹,じゃく,楷書,,芳艸惹春還,X,
芳艸惹春還_4,96,4,left_top,data/images/KAI_p096_04.png,春,はる,楷書,,芳艸惹春還,X,
芳艸惹春還_5,96,5,left_middle,data/images/KAI_p096_05.png,還,かん,楷書,,芳艸惹春還,X,
雁唳風雲髙_1,97,1,right_top,data/images/KAI_p097_01.png,雁,がん,楷書,,雁唳風雲髙,X,
雁唳風雲髙_2,97,2,right_middle,data/images/KAI_p097_02.png,唳,れい,楷書,,雁唳風雲髙,X,
雁唳風雲髙_3,97,3,right_bottom,data/images/KAI_p097_03.png,風,かぜ,楷書,,雁唳風雲髙,X,
雁唳風雲髙_4,97,4,left_top,data/images/KAI_p097_04.png,雲,くも,楷書,,雁唳風雲髙,X,
雁唳風雲髙_5,97,5,left_middle,data/images/KAI_p097_05.png,髙,たか,楷書,高,雁唳風雲髙,X,
黄鳥話春深_1,98,1,right_top,data/images/KAI_p098_01.png,黄,き,楷書,,黄鳥話春深,O,
黄鳥話春深_2,98,2,right_middle,data/images/KAI_p098_02.png,鳥,とり,楷書,,黄鳥話春深,O,
黄鳥話春深_3,98,3,right_bottom,data/images/KAI_p098_03.png,話,はなし,楷書,,黄鳥話春深,O,
黄鳥話春深_4,98,4,left_top,data/images/KAI_p098_04.png,春,はる,楷書,,黄鳥話春深,O,
黄鳥話春深_5,98,5,left_middle,data/images/KAI_p098_05.png,深,しん,楷書,,黄鳥話春深,O,
花柳春全盛_1,99,1,right_top,data/images/KAI_p099_01.png,花,はな,楷書,,花柳春全盛,X,
